TIME,GEO,NA_ITEM,SECTOR,UNIT,Value
2016Q1,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),97.5
2016Q1,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),85.8
2016Q1,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),135
2016Q1,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),107.9
2016Q1,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.1
2016Q1,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40
2016Q1,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.4
2016Q1,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),76.5
2016Q1,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),62.1
2016Q1,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.8
2016Q1,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.5
2016Q1,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),51.8
2016Q1,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),128.9
2016Q1,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.2
2016Q1,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),83.6
2016Q1,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),51.8
2016Q1,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.2
2016Q1,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.8
2016Q1,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87.6
2016Q1,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2016Q1,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),32.9
2016Q2,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84.2
2016Q2,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84.2
2016Q2,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84.9
2016Q2,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.2
2016Q2,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.4
2016Q2,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.5
2016Q2,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),91.7
2016Q2,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),109.6
2016Q2,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),29.4
2016Q2,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.8
2016Q2,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.3
2016Q2,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),70.2
2016Q2,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),9.7
2016Q2,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),77.7
2016Q2,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),179.8
2016Q2,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),101
2016Q2,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),98.3
2016Q2,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84.6
2016Q2,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),135.5
2016Q2,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),107.6
2016Q2,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),38.8
2016Q2,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.1
2016Q2,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22
2016Q2,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75
2016Q2,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.4
2016Q2,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),63.7
2016Q2,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),86.7
2016Q2,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),53.5
2016Q2,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),131.7
2016Q2,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.7
2016Q2,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),82.4
2016Q2,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),52.9
2016Q2,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.6
2016Q2,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),43.2
2016Q2,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),88.9
2016Q2,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2016Q2,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),35.3
2016Q3,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),83.3
2016Q3,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),83.3
2016Q3,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),84
2016Q3,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.1
2016Q3,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.2
2016Q3,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.4
2016Q3,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.5
2016Q3,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),108.8
